CustomerID,Recency,Frequency,Monetary
15636,73,2,719.82
15637,49,4,574.23
15638,14,6,2265.2
15639,87,2,639.76
15640,8,15,11411.92
15641,32,8,3458.35
15642,365,1,105.78
15645,50,2,443.16
15646,8,3,526.97
15647,51,1,169.0
15649,3,3,1354.35
15650,157,2,553.88
15651,56,2,612.76
15652,23,4,1068.2
15658,8,4,1399.3700000000001
15659,22,2,226.04
15660,1,7,1212.13
15661,15,6,906.15
15662,297,2,283.73
15664,85,3,867.6
15665,47,3,1764.86
15666,108,2,632.94
15670,192,1,152.15
15672,361,1,45.300000000000004
15673,87,5,3478.09
15674,53,8,4501.63
15675,40,1,218.35
15677,57,2,648.4
15678,31,2,1473.24
15680,2,8,3173.9
15681,15,9,1563.54
15682,235,2,318.24
15683,109,1,330.79
15684,183,3,173.95
15685,86,1,55.980000000000004
15686,56,1,90.0
15688,54,1,190.57
15689,253,1,266.93
15691,30,3,434.5
15693,295,1,37.5
15694,1,12,4331.41
15695,233,2,721.0600000000001
15696,59,5,1170.1100000000001
15697,325,1,246.75
15698,260,1,46.2
15702,112,2,140.39
15704,138,2,1441.04
15708,5,3,969.19
15709,225,1,194.6
15710,53,1,898.87
15711,192,2,420.25
15712,15,7,2400.05
15713,2,3,654.09
15714,89,3,453.93
15715,191,5,658.02
15716,5,8,1913.55
15717,57,4,456.70000000000005
15718,176,1,293.79
15719,17,18,5165.9
15720,186,1,140.49
15722,81,6,3022.79
15723,47,3,740.0
15724,36,1,92.6
15726,26,1,321.91
15727,23,8,4212.65
15728,15,2,544.6
15729,36,2,107.55000000000001
15730,17,2,605.7
15731,189,1,125.3
15732,8,9,1387.95
15734,72,2,923.85
15735,57,1,327.68
15736,71,2,1767.1200000000001
15738,8,26,8560.55
15741,94,2,208.62
15742,255,1,156.87
15747,11,6,1553.17
15748,85,2,465.45
15750,2,12,4330.461
15751,96,11,1380.44
15752,8,3,1557.96
15754,129,6,2579.04
15755,15,11,3628.87
15757,22,4,2225.94
15759,147,4,577.89
15760,266,2,13916.34
15761,78,1,143.05
15764,70,2,1223.1100000000001
15765,302,1,370.63
15766,92,2,516.0
15768,112,31,14687.06
15769,7,21,32451.6
15770,248,1,321.45
15771,240,3,1006.54
15772,54,1,280.88
15773,45,1,138.84
15774,54,5,1017.5400000000001
15775,267,1,45.599999999999994
15777,32,3,715.5
15778,67,1,307.95000000000005
15779,99,2,124.08000000000001
15782,66,1,1399.36
15784,103,2,848.33
15785,15,11,3640.96
15786,53,2,3582.62
15788,144,1,221.83
15789,67,5,1610.71
15791,165,3,1995.65
15792,35,2,933.84
15793,14,5,1433.96
15794,372,2,777.0
15795,66,7,1369.8600000000001
15796,10,9,2463.02
15797,217,2,613.6800000000001
15798,128,3,1535.37
15799,54,1,537.2
15800,89,5,530.18
15803,81,3,1513.84
15805,21,13,4660.75
15807,44,2,913.62
15808,5,18,14482.03
15809,95,2,758.6700000000001
15810,22,4,1607.06
15811,1,2,1557.38
15812,71,7,3400.33
15814,29,2,689.11
15816,178,2,144.15
15817,56,3,2766.4
15818,224,1,340.5
15819,67,6,2029.3400000000001
15822,129,4,954.59
15823,8,3,3882.17
15824,89,2,890.94
15826,204,1,943.97
15827,8,16,1957.98
15828,11,1,1108.82
15833,373,1,80.4
15834,12,3,1539.24
15837,121,1,385.03000000000003
15838,3,16,40519.92
15841,22,5,1518.35
15842,29,2,548.8000000000001
15845,172,3,714.51
15846,21,1,107.01
15847,64,3,433.3
15848,257,1,137.99
15850,12,4,771.87
15851,162,1,109.73
15852,162,1,96.55
15854,12,9,2609.16
15855,112,1,340.48
15856,1,26,17703.63
15857,66,1,273.48
15858,3,9,2508.77
15859,68,1,438.46
15860,4,10,1498.8
15861,92,4,1222.28
15862,9,10,2033.64
15863,253,3,286.26
15864,17,1,244.44
15865,49,2,1346.29
15867,5,17,5224.81
15868,219,1,94.53
15869,262,1,171.47
15870,32,3,506.02000000000004
15871,73,1,33.099999999999994
15872,14,2,413.0
15873,135,4,313.91999999999996
15874,23,14,6878.88
15875,282,1,108.52
15876,45,2,1449.14
15878,197,2,330.77
15879,40,4,1137.8
15880,5,1,329.03
15882,4,6,979.62
15884,68,2,244.60000000000002
15885,19,12,1572.47
15886,52,3,871.78
15887,42,3,1027.15
15888,36,2,260.85
15889,5,7,1279.6
15890,30,5,535.65
15892,305,1,128.2
15893,117,1,305.28000000000003
15894,5,1,151.44
15898,3,22,4129.26
15899,4,1,56.25
15900,49,3,549.29
15901,87,4,335.99
15902,16,1,145.01
15903,14,5,3813.08
15905,179,1,114.69
15906,10,3,962.5
15908,126,2,758.62
15910,36,7,1432.29
15911,259,8,1700.24
15912,72,7,810.08
15913,170,1,6.300000000000001
15914,14,2,205.99
15915,37,1,364.45
15916,2,7,1874.83
15917,242,4,407.07
15918,267,1,248.65
15919,4,1,214.07999999999998
15920,60,5,401.64
15921,32,3,452.23
15922,9,1,369.5
15923,8,1,127.08
15924,367,1,102.82
15926,178,1,134.44
15927,283,1,106.54
15928,292,1,293.53
15929,280,1,594.0
15931,64,1,239.9
15934,53,2,2190.66
15936,15,2,282.79
15938,92,4,330.23
15939,10,1,2945.38
15941,273,1,405.0
15943,285,2,271.28999999999996
15944,29,3,1839.14
15945,1,4,646.27
15946,138,3,2304.18
15948,60,1,553.85
15950,11,6,5376.2
15951,17,1,304.95
15953,5,11,1990.8
15954,225,1,190.75
15955,8,9,4242.1
15956,187,2,617.6
15957,56,2,492.36
15958,39,3,357.77
15959,318,3,542.89
15960,10,4,410.95
15961,15,1,451.28999999999996
15962,85,1,289.48
15964,299,1,269.21000000000004
15965,3,10,2119.26
15966,86,1,426.53
15967,15,10,2568.32
15968,24,1,404.55
15969,61,2,460.95
15970,234,1,703.22
15971,21,6,1702.98
15972,92,5,1769.33
15973,2,3,680.62
15976,46,4,1266.77
15978,68,2,2180.64
15979,238,1,329.21999999999997
15980,126,4,4144.82
15981,37,13,5954.29
15982,241,1,324.51
15983,1,6,2458.9
15984,4,21,5735.09
15985,72,5,1572.8600000000001
15986,17,1,186.3
15987,4,2,216.70000000000002
15988,187,2,582.11
15989,11,2,368.31
15990,130,5,1205.64
15991,170,1,150.55
15992,32,2,854.61
15994,47,2,761.41
15995,50,1,694.54
15996,2,2,617.07
15998,29,11,5193.92
15999,371,1,20.4
16001,17,1,583.39
16002,261,1,169.21
16003,17,5,2878.46
16004,110,5,2146.39
16005,11,6,1786.78
16006,23,1,231.42
16007,19,3,1359.25
16008,18,12,4860.35
16010,12,8,1302.46
16011,2,14,2486.0
16012,37,2,1563.3
16013,7,39,20009.84
16014,44,2,453.45
16016,2,4,980.91
16017,53,4,1333.7
16018,32,2,289.23
16019,17,18,13542.92
16021,31,2,487.03
16024,47,2,232.96
16027,93,9,1113.74
16028,231,1,82.2
16029,8,47,41184.3
16032,92,6,1965.72
16033,5,8,1985.63
16034,30,3,473.62
16035,196,1,217.73
16036,60,2,1797.92
16037,180,2,654.32
16039,59,2,456.4
16040,66,4,1103.3500000000001
16042,15,3,1067.85
16043,15,4,1082.6
16044,71,1,340.84000000000003
16045,52,4,2094.23
16046,198,1,235.78
16047,318,1,107.14
16048,9,4,818.7900000000001
16049,11,3,777.34
16050,19,2,162.8
16051,317,1,188.44
16053,49,4,2122.89
16054,54,3,1327.98
16057,155,3,1591.73
16058,42,1,62.7
16059,3,7,1718.66
16060,36,3,541.95
16061,67,1,89.65
16062,15,4,1709.83
16064,361,1,109.31
16065,1,8,1992.13
16067,198,3,3269.11
16068,229,1,115.73
16069,53,1,457.7
16071,163,3,750.5600000000001
16072,64,3,3595.77
16074,26,1,252.5
16075,138,2,736.9300000000001
16077,261,1,2300.4
16078,305,1,283.79
16080,21,2,385.4
16081,2,4,1637.14
16082,306,1,106.75
16083,18,2,1033.8
16085,16,7,1359.52
16086,3,6,1743.6
16087,25,5,1739.92
16088,211,2,1437.43
16089,22,2,263.49
16090,260,1,180.56
16092,140,3,770.08
16094,11,7,2617.33
16095,92,1,447.05
16096,52,3,1264.3500000000001
16098,9,8,2435.67
16099,53,4,841.3
16100,98,1,582.64
16101,70,3,1938.46
16103,25,16,4762.07
16104,54,8,2476.25
16105,74,4,2049.23
16108,70,3,1393.42
16109,334,1,327.59999999999997
16110,158,1,460.64
16111,64,1,549.33
16115,33,4,892.92
16117,38,2,422.19
16118,288,1,4376.25
16119,30,6,1297.45
16120,58,2,1658.3700000000001
16121,26,3,595.38
16122,2,3,316.92
16124,54,3,1523.49
16125,3,14,4292.35
16126,15,11,8356.83
16127,362,1,145.06
16128,16,6,1920.8300000000002
16129,43,3,1396.05
16130,58,4,987.48
16131,11,6,6450.88
16132,180,2,664.1999999999999
16133,12,23,8403.22
16134,59,3,1527.25
16135,219,1,301.9
16136,299,1,237.42000000000002
16137,316,1,422.7
16138,14,3,910.35
16139,358,2,475.74
16140,7,2,832.4200000000001
16141,53,1,335.54
16143,5,7,2485.89
16145,24,8,3005.9500000000003
16146,84,1,212.25
16147,36,4,2023.91
16148,72,1,310.3
16149,65,1,141.7
16150,8,6,2342.57
16153,56,6,3309.26
16155,17,5,796.9
16156,18,11,3096.14
16158,158,9,628.32
16159,106,3,884.59
16161,4,25,7210.59
16163,1,5,1992.98
16165,141,1,79.9
16166,64,2,435.83
16167,50,5,1386.12
16168,5,40,6848.87
16170,31,14,4983.95
16172,109,3,744.34
16174,127,4,1237.2
16175,107,3,798.85
16176,57,4,2052.69
16177,72,7,1915.3600000000001
16178,37,1,414.7
16180,114,5,5995.69
16182,74,5,3354.0
16183,30,3,739.1
16185,200,1,115.31
16186,8,15,5019.17
16188,44,1,105.80000000000001
16190,30,7,2508.4700000000003
16191,11,11,10497.300000000001
16192,371,1,351.3
16193,46,1,315.98
16194,11,1,308.6
16195,359,1,323.25
16196,124,1,93.3
16197,105,9,2016.71
16198,73,1,629.36
16199,28,7,942.75
16200,18,10,4539.23
16201,51,1,248.65
16202,53,8,2136.72
16203,8,3,521.64
16204,16,2,534.53
16205,32,3,1062.48
16206,23,9,2052.81
16208,30,8,2776.19
16209,18,4,1884.16
16210,4,19,17403.21
16211,57,2,543.5699999999999
16212,254,2,603.37
16214,71,1,975.5
16218,9,7,1355.29
16219,136,1,40.8
16221,3,7,1325.8
16222,357,1,498.50000000000006
16223,10,2,1087.05
16224,23,1,321.24
16225,38,10,1762.99
16226,14,2,417.05
16227,130,2,713.0
16228,21,3,885.71
16229,17,4,1857.26
16231,15,4,1074.47
16232,56,3,1722.09
16233,2,7,1429.03
16234,112,3,333.18
16235,11,4,1186.4
16237,73,1,136.65
16238,58,1,63.66
16239,18,4,1078.0
16241,5,4,1680.2
16242,17,7,3824.79
16244,8,1,1056.63
16246,95,2,821.35
16250,9,2,401.94
16251,148,1,128.31
16252,18,1,295.09000000000003
16253,56,5,3588.34
16254,14,3,967.44
16255,1,8,2284.34
16256,129,2,876.9399999999999
16258,23,10,6739.01
16259,46,3,340.94
16261,22,2,312.62
16262,14,1,755.15
16263,59,1,348.16
16264,74,2,823.53
16265,22,3,1488.17
16266,59,7,896.06
16267,227,1,186.66
16269,73,1,717.57
16271,93,5,1993.18
16273,284,2,318.34000000000003
16274,9,1,351.75
16275,110,2,1591.24
16276,115,2,1818.79
16277,369,1,188.69
16278,116,2,551.46
16279,21,6,4195.5
16280,361,1,238.05
16281,59,2,1361.96
16282,123,2,1139.28
16283,54,3,2779.51
16284,29,1,205.8
16285,282,1,176.9
16286,113,2,328.95
16287,12,4,864.48
16288,106,1,129.85
16289,98,1,136.31
16290,100,4,1957.7
16291,318,1,117.72
16292,16,4,951.51
16293,3,6,2408.96
16294,112,1,126.05000000000001
16296,262,4,1313.67
16298,33,4,487.5
16299,113,1,193.65
16300,66,3,1367.32
16301,372,1,107.33
16303,28,4,2567.64
16304,330,1,381.66
16306,3,2,560.55
16307,65,3,1194.92
16308,42,3,2560.0
16310,50,2,460.08
16312,68,1,171.15
16314,25,3,1491.4
16315,172,1,176.34
16316,16,5,2806.0
16317,186,2,850.86
16320,89,4,4590.53
16321,262,2,230.9
16323,213,1,146.16
16325,60,9,3003.26
16326,19,10,1682.03
16327,5,11,6874.97
16328,199,1,310.83
16329,63,4,1664.92
16330,60,4,373.46999999999997
16331,68,6,2037.7
16332,67,4,417.21
16334,128,1,263.73
16335,187,7,2753.52
16336,56,4,3517.69
16340,75,2,961.93
16341,73,3,1878.92
16343,43,1,285.54
16344,145,3,741.3199999999999
16345,119,1,613.33
16346,21,1,224.51
16347,24,9,2595.51
16348,66,1,328.77
16350,10,5,1137.42
16351,47,12,3176.13
16353,5,16,3323.75
16354,15,3,723.66
16355,11,1,416.35
16356,12,3,204.10000000000002
16357,17,1,209.49
16358,30,1,892.1500000000001
16359,12,7,946.83
16362,73,1,212.17000000000002
16365,3,7,1766.78
16366,218,3,1220.83
16367,19,1,549.8100000000001
16368,71,1,141.53
16369,72,4,1111.15
16371,84,1,157.2
16372,45,3,934.58
16373,18,2,309.49
16374,38,3,1256.67
16375,106,2,104.0
16377,253,1,632.28
16381,31,2,247.85
16382,44,2,353.1
16383,32,5,2252.93
16384,65,2,774.45
16385,2,3,473.69
16386,23,1,765.59
16387,31,4,788.1
16388,289,1,186.05
16390,172,3,467.5
16391,36,4,1052.26
16392,49,2,538.81
16393,5,11,2441.61
16395,29,9,2036.35
16396,112,1,137.8
16397,264,1,123.13
16399,25,1,222.20000000000002
16400,31,8,2755.92
16401,15,11,2750.83
16402,5,1,205.65
16406,86,2,374.01
16407,25,4,681.97
16408,227,1,231.93
16409,16,7,3629.76
16410,370,1,130.32
16411,5,3,673.24
16412,29,4,457.2
16413,11,1,259.83
16414,67,3,424.96000000000004
16415,219,2,496.49
16416,26,6,1906.48
16417,128,1,35.7
16418,44,2,397.62
16419,213,2,504.99
16420,32,1,75.0
16421,12,3,526.27
16422,5,59,28904.670000000002
16424,18,1,309.5
16428,49,3,638.49
16430,17,6,817.09
16433,44,1,200.26
16434,82,5,1161.89
16435,148,3,1003.0699999999999
16436,304,3,319.14
16437,17,2,301.25
16439,358,1,310.70000000000005
16440,129,1,216.3
16441,53,3,637.93
16442,240,2,282.68
16443,156,1,162.24
16444,26,13,2971.21
16445,22,3,352.65
16447,226,2,471.19
16448,107,1,178.13
16450,220,2,1193.81
16451,197,2,746.1800000000001
16452,266,2,332.17
16453,166,2,251.71
16454,242,2,24.05
16455,7,6,2535.69
16456,9,9,4630.16
16458,11,12,2208.15
16459,365,1,71.78999999999999
16461,226,2,1402.91
16465,56,2,746.24
16466,19,8,2171.13
16467,144,7,2869.16
16468,106,2,712.62
16469,150,1,178.48000000000002
16470,32,7,1664.08
16471,29,3,966.03
16472,70,2,789.6
16473,10,1,154.72
16476,67,1,350.35
16477,7,5,1825.56
16481,318,1,453.38
16485,68,4,1923.54
16486,173,1,134.36
16487,213,2,209.4
16489,16,2,303.7
16490,72,1,205.41000000000003
16491,49,1,801.66
16492,176,1,385.56
16493,80,3,780.46
16496,67,3,731.25
16497,49,17,3729.59
16499,10,6,2212.89
16500,10,3,443.05
16501,19,1,1191.23
16502,256,2,258.55
16503,31,7,2182.41
16507,208,1,142.71
16508,266,1,240.95
16510,8,6,1777.5
16511,33,3,842.16
16515,15,5,1554.92
16518,57,2,475.05
16519,1,3,327.68
16520,1,4,1427.57
16521,51,3,1140.11
16522,71,2,433.36
16523,51,7,2497.86
16524,82,2,306.19
16525,2,23,11535.29
16526,220,1,426.85
16527,60,1,1004.88
16529,113,3,1531.55
16530,304,1,48.35
16531,17,4,1053.74
16532,67,2,2007.84
16534,278,1,635.9
16535,21,2,378.28999999999996
16537,277,1,23.35
16538,177,3,395.07
16539,9,7,2343.2
16540,50,1,205.75
16541,371,1,424.03
16542,37,1,137.7
16543,227,1,292.21
16544,155,4,376.70000000000005
16545,11,1,350.52
16546,8,4,4819.32
16547,182,1,104.25999999999999
16548,235,1,30.15
16549,33,24,8746.9
16550,4,14,7069.27
16551,59,4,1315.0
16552,9,1,95.28999999999999
16553,32,21,10864.19
16554,22,5,2004.6200000000001
16555,141,4,1629.79
16556,11,10,4698.79
16558,2,19,5535.02
16559,33,1,175.0
16560,33,6,2206.9700000000003
16562,112,1,223.86
16563,36,5,3334.82
16564,205,1,87.80000000000001
16565,42,3,599.35
16568,63,2,1020.9
16569,267,4,1331.03
16570,15,10,3695.91
16571,31,7,2827.05
16574,59,2,850.34
16576,56,2,540.87
16577,302,1,380.0
16578,262,1,156.6
16579,61,1,295.05
16583,9,2,297.95
16584,68,3,2220.09
16585,229,2,341.59000000000003
16586,80,2,998.83
16588,22,4,1361.28
16589,86,1,153.12
16590,36,2,605.9
16592,11,12,3694.23
16593,26,5,741.11
16595,12,4,1397.59
16596,2,3,329.48
16599,21,1,172.8
16600,10,7,1339.89
16601,26,2,434.3
16602,24,1,235.25
16604,198,2,432.45000000000005
16605,360,1,60.48
16606,40,2,357.66
16607,35,11,2359.16
16608,89,2,1286.6200000000001
16611,39,5,1655.64
16612,15,5,2057.77
16614,38,2,673.6
16615,262,1,291.5
16619,19,3,1712.1200000000001
16620,25,4,1579.97
16622,179,1,225.4
16623,37,3,885.79
16625,58,4,1320.95
16628,43,2,130.05
16630,43,1,106.80000000000001
16631,117,7,1892.52
16632,121,2,406.4
16634,8,5,1596.71
16635,42,1,473.0
16636,74,4,3802.04
16638,4,6,749.8100000000001
16639,45,1,490.47
16640,33,1,179.4
16641,337,1,323.4
16642,51,1,389.12
16643,58,1,435.6
16645,371,1,160.39
16646,85,1,678.8
16647,78,2,327.84
16648,91,2,382.14
16649,156,1,306.58
16650,56,6,1397.69
16651,222,1,136.2
16652,40,9,10776.42
16654,4,5,1110.2
16655,47,7,2633.74
16656,56,15,8207.37
16658,4,6,690.83
16660,58,3,611.9
16661,176,4,932.76
16662,30,1,151.05
16663,365,1,165.0
16664,205,1,109.2
16666,257,1,98.73
16668,23,7,555.7
16670,29,9,3934.25
16673,315,1,171.13
16675,77,2,608.86
16676,38,2,769.78
16677,47,2,880.62
16679,2,3,663.31
16680,164,2,637.75
16681,277,1,151.5
16683,169,1,320.25
16684,15,27,80489.21
16686,25,9,1921.19
16687,26,1,157.63
16690,29,2,127.45
16691,54,2,178.83
16692,44,2,638.6999999999999
16693,47,3,701.62
16694,359,1,98.30000000000001
16695,197,2,191.9
16699,16,7,994.6
16700,2,13,4091.16
16701,59,13,4518.43
16702,51,4,1110.83
16704,254,2,664.16
16705,36,22,29480.061
16707,36,4,533.41
16709,15,9,6026.14
16710,4,13,3823.78
16711,15,4,1217.45
16712,37,2,621.5600000000001
16713,2,18,7619.21
16714,306,1,368.27
16715,198,1,323.8
16716,266,1,1248.48
16717,2,9,3127.85
16718,5,5,3006.08
16719,4,8,2174.13
16720,12,2,605.79
16722,2,11,4258.27
16723,79,2,654.96
16724,40,1,147.35
16725,7,8,1052.14
16726,19,2,705.14
16727,28,3,1121.45
16731,284,1,170.3
16732,39,3,3783.89
16733,165,1,259.68
16735,29,9,3970.0
16736,141,5,2956.56
16737,213,1,417.6
16739,172,1,463.43
16740,31,1,226.91
16741,261,1,173.06
16742,128,13,2334.9700000000003
16743,92,7,1999.02
16746,19,24,11366.64
16748,24,9,2121.43
16749,227,2,4157.88
16752,8,1,207.5
16754,8,29,65500.07
16755,103,4,1389.25
16756,40,6,1072.97
16757,45,1,163.65
16760,66,1,228.0
16763,374,1,352.85
16765,18,1,420.75
16767,54,4,2481.2
16768,19,6,1220.48
16769,114,3,755.51
16770,8,5,1152.63
16771,93,5,1706.99
16772,59,3,3698.05
16773,72,2,249.65
16774,59,4,905.96
16775,3,6,1361.23
16776,51,1,220.97
16777,49,3,1069.56
16779,2,32,22554.22
16780,43,1,174.16
16781,8,2,623.0
16782,1,26,7732.37
16783,72,1,391.95
16784,12,4,784.73
16785,45,1,533.78
16786,29,1,51.84
16787,33,4,1017.53
16788,40,3,1334.54
16791,19,8,2251.85
16792,19,3,513.08
16794,16,5,856.1999999999999
16795,1,3,2062.41
16797,29,5,1802.02
16798,190,3,841.16
16799,68,2,452.78000000000003
16802,315,2,582.61
16805,213,3,630.75
16807,106,3,1002.29
16809,68,4,812.74
16810,56,1,532.5
16812,14,3,1912.65
16814,5,16,5781.4400000000005
16815,89,2,406.02
16817,4,5,1200.15
16819,101,2,182.59
16821,17,1,113.35
16822,322,1,181.39
16823,23,6,1884.71
16824,29,1,225.6
16825,14,3,1051.71
16827,29,5,392.13
16829,24,1,316.1
16830,78,3,881.59
16831,200,1,91.8
16832,64,2,218.46
16833,75,2,1302.51
16834,310,1,485.5
16835,9,5,1357.56
16836,42,2,530.5
16838,166,2,570.76
16839,5,11,5716.14
16840,239,2,139.85
16841,64,6,2136.2400000000002
16843,58,19,9374.86
16844,198,2,614.34
16845,254,1,253.88
16846,213,2,628.09
16847,254,1,421.45
16848,12,3,1130.2
16854,53,2,1408.96
16856,53,2,323.09000000000003
16857,78,1,352.8
16858,4,10,4292.59
16859,52,5,1184.6
16860,88,3,1610.62
16861,26,3,772.83
16862,183,4,662.33
16863,2,2,495.72
16864,70,2,409.25
16865,37,1,130.95
16867,325,1,76.74000000000001
16868,30,3,384.56
16870,105,1,450.16
16872,63,3,533.11
16873,65,6,7493.77
16874,15,1,209.89000000000001
16875,73,6,2139.0
16876,39,1,136.01
16880,129,1,321.78000000000003
16883,7,18,2101.61
16884,192,2,641.13
16885,21,1,234.19
16886,92,1,134.0
16887,36,2,465.84000000000003
16888,36,3,434.2
16889,33,3,947.98
16890,112,3,285.41
16891,7,7,1202.77
16892,190,2,236.56
16893,2,2,249.89000000000001
16894,138,3,1306.96
16895,74,4,900.63
16896,191,1,103.95
16898,4,3,496.26
16899,14,2,424.71000000000004
16901,365,1,204.26
16903,16,2,678.55
16904,3,7,1360.31
16905,7,11,1923.57
16906,64,3,851.33
16907,1,5,722.0500000000001
16908,358,1,252.59
16911,271,2,255.25
16912,57,4,1904.93
16913,287,2,310.47
16915,22,5,921.5
16916,8,3,536.04
16917,268,1,1460.3600000000001
16918,58,10,2137.72
16919,4,14,2515.76
16920,47,1,355.45
16921,78,2,255.03
16922,208,1,611.08
16923,11,13,6088.05
16925,176,1,125.65
16926,7,5,1169.6100000000001
16928,9,13,1199.08
16931,5,3,629.4
16932,59,2,262.32
16933,25,7,2536.07
16934,19,4,1152.1100000000001
16935,17,3,530.86
16936,21,1,286.39
16937,135,1,196.25
16938,17,5,4283.68
16939,124,3,433.84999999999997
16940,86,5,3377.78
16941,247,1,33.0
16943,175,2,482.76
16944,245,1,101.36
16945,29,14,4202.66
16946,19,5,1222.04
16947,98,4,548.73
16948,65,4,433.75
16950,3,8,2535.21
16952,77,3,628.22
16954,15,11,3996.7999999999997
16955,4,4,790.74
16958,71,1,778.49
16960,26,5,1483.83
16961,24,2,560.39
16962,45,1,251.04
16964,369,2,207.85
16970,262,1,71.4
16972,18,2,749.0
16973,22,1,127.0
16974,158,2,365.5
16975,59,3,926.12
16977,31,4,496.0
16978,302,2,424.55
16979,19,3,1007.74
16980,64,1,394.37
16983,5,5,1748.15
16984,40,7,5891.01
16985,12,13,5459.04
16986,81,9,3015.55
16987,12,4,904.6
16988,15,1,256.55
16990,58,1,165.0
16991,57,1,1041.21
16992,23,8,3862.19
16993,99,2,1950.95
16996,18,3,666.6500000000001
16998,80,1,107.0
17000,32,2,406.3
17001,12,8,2651.23
17002,79,4,1077.82
17003,38,4,828.21
17004,28,2,1012.22
17005,106,2,622.36
17006,28,4,853.49
17007,73,1,230.17000000000002
17008,65,1,81.36
17009,187,1,242.06
17011,283,2,400.8
17012,361,1,360.61
17016,212,1,552.4
17017,1,13,5416.35
17018,23,4,1367.6
17019,4,8,2703.03
17020,178,2,935.62
17021,78,6,1182.22
17022,68,1,189.0
17023,53,3,800.1800000000001
17025,9,4,1152.8700000000001
17026,5,2,54.15
17027,82,3,433.07
17028,217,3,1593.83
17029,18,5,1421.3
17031,14,4,2393.5
17032,183,8,2984.32
17033,33,1,302.65000000000003
17034,45,2,530.9
17035,227,2,180.06
17036,19,1,176.9
17038,51,1,630.77
17039,240,1,1954.99
17040,186,1,13.52
17041,33,3,583.71
17043,11,4,858.47
17044,10,11,11013.82
17045,12,2,488.24
17046,80,4,1264.05
17047,67,3,1188.33
17048,73,4,1146.33
17049,11,10,4287.5
17050,11,5,1462.95
17051,82,3,465.6
17055,81,1,232.85000000000002
17056,374,1,128.60000000000002
17057,232,1,294.74
17059,5,5,2506.54
17062,1,4,645.8100000000001
17063,43,6,2177.39
17065,273,2,194.7
17066,362,1,228.34
17067,360,3,454.54
17068,4,27,4601.69
17069,9,6,3084.58
17070,46,1,133.18
17071,17,4,1364.68
17072,261,1,273.35
17074,198,1,203.05
17075,65,6,1402.51
17076,28,3,401.67
17077,214,1,306.0
17080,15,5,669.91
17081,31,4,660.48
17082,30,4,2728.18
17083,45,6,2644.01
17084,32,1,2253.22
17085,12,23,6285.27
17087,373,1,221.53
17089,22,1,128.45
17090,10,6,1105.53
17091,3,11,3961.44
17092,73,7,3737.38
17093,228,1,235.88
17094,59,1,100.2
17095,66,4,1248.09
17096,19,7,2675.8
17097,1,2,363.66
17098,17,3,591.07
17099,169,1,582.17
17101,30,3,885.32
17103,358,1,424.3
17104,59,1,474.03000000000003
17106,25,1,481.58000000000004
17107,33,4,5255.24
17108,299,1,174.95
17109,42,2,410.42
17110,156,2,336.6
17111,61,1,227.97
17112,138,1,197.57
17113,210,6,2305.59
17115,184,4,1923.99
17116,284,1,389.78
17121,38,1,314.74
17122,24,3,432.18
17123,75,2,631.87
17126,17,4,1026.98
17127,64,5,1155.0300000000002
17129,156,1,31.85
17132,88,2,1220.91
17133,110,5,9730.09
17134,78,1,212.1
17135,7,4,798.03
17136,298,1,231.68
17137,52,6,1099.81
17138,25,6,4036.77
17139,25,13,8915.99
17141,54,4,727.58
17142,40,3,696.25
17143,53,2,880.97
17145,148,4,3120.91
17146,71,10,5102.86
17147,88,5,1485.36
17149,87,1,143.10000000000002
17150,12,6,1357.95
17151,371,1,231.90000000000003
17152,61,1,327.0
17155,163,5,640.76
17156,127,1,591.87
17157,116,17,4832.900000000001
17158,183,2,713.03
17159,113,2,560.71
17160,10,11,6691.13
17161,80,1,856.01
17163,81,2,406.68
17165,17,5,1635.64
17167,15,3,867.11
17168,134,1,400.2
17169,214,1,320.95
17170,10,2,178.68
17171,297,1,159.68
17172,66,2,638.81
17176,162,2,596.1899999999999
17177,141,1,119.5
17178,367,1,432.96000000000004
17179,18,3,795.47
17180,58,7,1452.8
17181,9,2,225.45000000000002
17182,58,2,321.3
17184,205,2,198.41000000000003
17185,227,3,229.46
17187,162,1,263.76
17188,82,6,2118.7000000000003
17189,196,3,569.88
17190,39,5,1281.83
17191,4,11,2726.77
17192,172,1,75.28
17193,22,2,610.74
17194,166,1,549.88
17195,291,1,562.98
17196,63,1,327.75
17198,1,2,521.66
17199,218,1,135.04000000000002
17200,23,4,356.71
17201,159,3,853.32
17202,56,1,160.65
17203,24,4,2004.01
17204,10,5,3940.13
17205,52,2,615.27
17207,288,1,292.62
17208,31,1,111.15
17209,285,3,595.7
17210,28,1,251.72
17211,5,6,1729.43
17212,94,2,567.56
17213,2,7,2401.07
17215,100,1,186.15
17216,190,1,63.6
17217,255,1,96.6
17218,4,9,2226.96
17219,52,1,144.9
17220,53,7,1269.76
17221,227,3,642.14
17222,113,5,1250.8600000000001
17223,4,2,433.99
17224,137,1,100.86000000000001
17225,217,1,131.15
17226,80,2,501.98
17227,4,7,1081.8600000000001
17228,3,7,1269.89
17230,199,10,5750.08
17231,25,15,3940.08
17233,84,2,369.98
17235,8,7,1354.82
17236,46,6,1013.13
17237,11,2,679.44
17238,7,17,3982.66
17239,23,3,806.95
17240,232,1,130.60000000000002
17241,21,12,2736.64
