d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,lag_7,lag_28,rolling_mean_7,rolling_mean_28,day_of_week,week,is_event
d_923,34886,2013-08-08,11328,Thursday,6,8,2013,Eid al-Fitr,Religious,,,1,0,1,37309.0,36361.0,40205.42857142857,37414.642857142855,3,32,1
d_924,40699,2013-08-09,11328,Friday,7,8,2013,,,,,1,1,1,41663.0,41279.0,39859.28571428572,37361.96428571428,4,32,0
d_925,44912,2013-08-10,11329,Saturday,1,8,2013,,,,,1,0,0,47105.0,45185.0,39721.57142857143,37341.25,5,32,0
d_926,47520,2013-08-11,11329,Sunday,2,8,2013,,,,,0,1,1,44439.0,46672.0,39408.28571428572,37331.5,6,32,0
d_927,38753,2013-08-12,11329,Monday,3,8,2013,,,,,0,1,1,39149.0,37624.0,39848.42857142857,37361.78571428572,0,33,0
d_928,35144,2013-08-13,11329,Tuesday,4,8,2013,,,,,0,1,0,36694.0,33937.0,39791.857142857145,37402.107142857145,1,33,0
d_929,33732,2013-08-14,11329,Wednesday,5,8,2013,,,,,0,0,1,35079.0,32467.0,39570.42857142857,37445.21428571428,2,33,0
d_930,37643,2013-08-15,11329,Thursday,6,8,2013,,,,,0,1,1,34886.0,33921.0,39378.0,37490.392857142855,3,33,0
d_931,38025,2013-08-16,11329,Friday,7,8,2013,,,,,0,0,0,40699.0,36194.0,39771.857142857145,37623.32142857143,4,33,0
d_932,44431,2013-08-17,11330,Saturday,1,8,2013,,,,,0,0,0,44912.0,41527.0,39389.857142857145,37688.71428571428,5,33,0
d_933,44894,2013-08-18,11330,Sunday,2,8,2013,,,,,0,0,0,47520.0,42039.0,39321.142857142855,37792.42857142857,6,33,0
d_934,35237,2013-08-19,11330,Monday,3,8,2013,,,,,0,0,0,38753.0,32203.0,38946.0,37894.392857142855,0,34,0
d_935,31625,2013-08-20,11330,Tuesday,4,8,2013,,,,,0,0,0,35144.0,31304.0,38443.71428571428,38002.75,1,34,0
d_936,32633,2013-08-21,11330,Wednesday,5,8,2013,,,,,0,0,0,33732.0,31468.0,37941.0,38014.21428571428,2,34,0
d_937,31793,2013-08-22,11330,Thursday,6,8,2013,,,,,0,0,0,37643.0,31816.0,37784.0,38055.82142857143,3,34,0
d_938,37113,2013-08-23,11330,Friday,7,8,2013,,,,,0,0,0,38025.0,36843.0,36948.28571428572,38055.0,4,34,0
d_939,44836,2013-08-24,11331,Saturday,1,8,2013,,,,,0,0,0,44431.0,41672.0,36818.0,38064.642857142855,5,34,0
d_940,48577,2013-08-25,11331,Sunday,2,8,2013,,,,,0,0,0,44894.0,40480.0,36875.857142857145,38177.642857142855,6,34,0
d_941,34200,2013-08-26,11331,Monday,3,8,2013,,,,,0,0,0,35237.0,31763.0,37402.0,38466.82142857143,0,35,0
d_942,32963,2013-08-27,11331,Tuesday,4,8,2013,,,,,0,0,0,31625.0,30162.0,37253.857142857145,38553.857142857145,1,35,0
d_943,32456,2013-08-28,11331,Wednesday,5,8,2013,,,,,0,0,0,32633.0,31255.0,37445.0,38653.892857142855,2,35,0
d_944,31710,2013-08-29,11331,Thursday,6,8,2013,,,,,0,0,0,31793.0,37309.0,37419.71428571428,38696.78571428572,3,35,0
d_945,41621,2013-08-30,11331,Friday,7,8,2013,,,,,0,0,0,37113.0,41663.0,37407.857142857145,38496.82142857143,4,35,0
d_946,47972,2013-08-31,11332,Saturday,1,8,2013,,,,,0,0,0,44836.0,47105.0,38051.857142857145,38495.32142857143,5,35,0
d_947,44741,2013-09-01,11332,Sunday,2,9,2013,,,,,1,1,0,48577.0,44439.0,38499.857142857145,38526.28571428572,6,35,0
d_948,47072,2013-09-02,11332,Monday,3,9,2013,LaborDay,National,,,1,0,1,34200.0,39149.0,37951.857142857145,38537.07142857143,0,36,1
d_949,37799,2013-09-03,11332,Tuesday,4,9,2013,,,,,1,1,1,32963.0,36694.0,39790.71428571428,38820.03571428572,1,36,0
d_950,33328,2013-09-04,11332,Wednesday,5,9,2013,,,,,1,0,0,32456.0,35079.0,40481.57142857143,38859.5,2,36,0
d_951,35425,2013-09-05,11332,Thursday,6,9,2013,,,,,1,1,1,31710.0,34886.0,40606.142857142855,38796.96428571428,3,36,0
d_952,38684,2013-09-06,11332,Friday,7,9,2013,,,,,1,1,1,41621.0,40699.0,41136.857142857145,38816.21428571428,4,36,0
d_953,47600,2013-09-07,11333,Saturday,1,9,2013,,,,,1,1,0,47972.0,44912.0,40717.28571428572,38744.25,5,36,0
d_954,51740,2013-09-08,11333,Sunday,2,9,2013,,,,,1,0,1,44741.0,47520.0,40664.142857142855,38840.25,6,36,0
d_955,39765,2013-09-09,11333,Monday,3,9,2013,,,,,1,1,1,47072.0,38753.0,41664.0,38990.96428571428,0,37,0
d_956,34663,2013-09-10,11333,Tuesday,4,9,2013,,,,,1,0,0,37799.0,35144.0,40620.142857142855,39027.107142857145,1,37,0
d_957,36195,2013-09-11,11333,Wednesday,5,9,2013,,,,,0,1,1,33328.0,33732.0,40172.142857142855,39009.92857142857,2,37,0
d_958,36767,2013-09-12,11333,Thursday,6,9,2013,,,,,0,1,1,35425.0,37643.0,40581.71428571428,39097.892857142855,3,37,0
d_959,40971,2013-09-13,11333,Friday,7,9,2013,,,,,0,1,0,38684.0,38025.0,40773.42857142857,39066.607142857145,4,37,0
d_960,49166,2013-09-14,11334,Saturday,1,9,2013,,,,,0,0,1,47600.0,44431.0,41100.142857142855,39171.82142857143,5,37,0
d_961,50970,2013-09-15,11334,Sunday,2,9,2013,,,,,0,1,1,51740.0,44894.0,41323.857142857145,39340.92857142857,6,37,0
d_962,36775,2013-09-16,11334,Monday,3,9,2013,,,,,0,0,0,39765.0,35237.0,41213.857142857145,39557.92857142857,0,38,0
d_963,32571,2013-09-17,11334,Tuesday,4,9,2013,,,,,0,0,0,34663.0,31625.0,40786.71428571428,39612.857142857145,1,38,0
d_964,31281,2013-09-18,11334,Wednesday,5,9,2013,,,,,0,0,0,36195.0,32633.0,40487.857142857145,39646.642857142855,2,38,0
d_965,30823,2013-09-19,11334,Thursday,6,9,2013,,,,,0,0,0,36767.0,31793.0,39785.857142857145,39598.357142857145,3,38,0
d_966,36281,2013-09-20,11334,Friday,7,9,2013,,,,,0,0,0,40971.0,37113.0,38936.71428571428,39563.71428571428,4,38,0
d_967,46001,2013-09-21,11335,Saturday,1,9,2013,,,,,0,0,0,49166.0,44836.0,38266.71428571428,39534.0,5,38,0
d_968,46210,2013-09-22,11335,Sunday,2,9,2013,,,,,0,0,0,50970.0,48577.0,37814.57142857143,39575.607142857145,6,38,0
d_969,32784,2013-09-23,11335,Monday,3,9,2013,,,,,0,0,0,36775.0,34200.0,37134.57142857143,39491.07142857143,0,39,0
d_970,31064,2013-09-24,11335,Tuesday,4,9,2013,,,,,0,0,0,32571.0,32963.0,36564.42857142857,39440.5,1,39,0
d_971,29959,2013-09-25,11335,Wednesday,5,9,2013,,,,,0,0,0,31281.0,32456.0,36349.142857142855,39372.67857142857,2,39,0
d_972,30648,2013-09-26,11335,Thursday,6,9,2013,,,,,0,0,0,30823.0,31710.0,36160.28571428572,39283.5,3,39,0
d_973,35502,2013-09-27,11335,Friday,7,9,2013,,,,,0,0,0,36281.0,41621.0,36135.28571428572,39245.57142857143,4,39,0
d_974,44441,2013-09-28,11336,Saturday,1,9,2013,,,,,0,0,0,46001.0,47972.0,36024.0,39027.03571428572,5,39,0
d_975,44396,2013-09-29,11336,Sunday,2,9,2013,,,,,0,0,0,46210.0,44741.0,35801.142857142855,38900.92857142857,6,39,0
d_976,32893,2013-09-30,11336,Monday,3,9,2013,,,,,0,0,0,32784.0,47072.0,35542.0,38888.607142857145,0,40,0
d_977,36730,2013-10-01,11336,Tuesday,4,10,2013,,,,,1,1,0,31064.0,37799.0,35557.57142857143,38382.21428571428,1,40,0
d_978,33900,2013-10-02,11336,Wednesday,5,10,2013,,,,,1,0,1,29959.0,33328.0,36367.0,38344.03571428572,2,40,0
d_979,37215,2013-10-03,11336,Thursday,6,10,2013,,,,,1,1,1,30648.0,35425.0,36930.0,38364.46428571428,3,40,0
d_980,37334,2013-10-04,11336,Friday,7,10,2013,,,,,1,0,0,35502.0,38684.0,37868.142857142855,38428.392857142855,4,40,0
d_981,48777,2013-10-05,11337,Saturday,1,10,2013,,,,,1,1,1,44441.0,47600.0,38129.857142857145,38380.17857142857,5,40,0
d_982,49888,2013-10-06,11337,Sunday,2,10,2013,,,,,1,1,1,44396.0,51740.0,38749.28571428572,38422.21428571428,6,40,0
d_983,37003,2013-10-07,11337,Monday,3,10,2013,,,,,1,1,0,32893.0,39765.0,39533.857142857145,38356.07142857143,0,41,0
d_984,34544,2013-10-08,11337,Tuesday,4,10,2013,,,,,1,0,1,36730.0,34663.0,40121.0,38257.42857142857,1,41,0
d_985,34746,2013-10-09,11337,Wednesday,5,10,2013,,,,,1,1,1,33900.0,36195.0,39808.71428571428,38253.17857142857,2,41,0
d_986,34019,2013-10-10,11337,Thursday,6,10,2013,,,,,1,0,0,37215.0,36767.0,39929.57142857143,38201.42857142857,3,41,0
d_987,38093,2013-10-11,11337,Friday,7,10,2013,,,,,0,1,1,37334.0,40971.0,39473.0,38103.28571428572,4,41,0
d_988,46581,2013-10-12,11338,Saturday,1,10,2013,,,,,0,1,1,48777.0,49166.0,39581.42857142857,38000.5,5,41,0
d_989,46343,2013-10-13,11338,Sunday,2,10,2013,,,,,0,1,0,49888.0,50970.0,39267.71428571428,37908.17857142857,6,41,0
d_990,36836,2013-10-14,11338,Monday,3,10,2013,ColumbusDay,National,,,0,0,1,37003.0,36775.0,38761.28571428572,37742.92857142857,0,42,1
d_991,33213,2013-10-15,11338,Tuesday,4,10,2013,EidAlAdha,Religious,,,0,1,1,34544.0,32571.0,38737.42857142857,37745.107142857145,1,42,1
d_992,32677,2013-10-16,11338,Wednesday,5,10,2013,,,,,0,0,0,34746.0,31281.0,38547.28571428572,37768.03571428572,2,42,0
d_993,30538,2013-10-17,11338,Thursday,6,10,2013,,,,,0,0,0,34019.0,30823.0,38251.71428571428,37817.892857142855,3,42,0
d_994,34337,2013-10-18,11338,Friday,7,10,2013,,,,,0,0,0,38093.0,36281.0,37754.42857142857,37807.71428571428,4,42,0
d_995,42043,2013-10-19,11339,Saturday,1,10,2013,,,,,0,0,0,46581.0,46001.0,37217.857142857145,37738.28571428572,5,42,0
d_996,43352,2013-10-20,11339,Sunday,2,10,2013,,,,,0,0,0,46343.0,46210.0,36569.57142857143,37596.92857142857,6,42,0
d_997,31859,2013-10-21,11339,Monday,3,10,2013,,,,,0,0,0,36836.0,32784.0,36142.28571428572,37494.857142857145,0,43,0
d_998,28957,2013-10-22,11339,Tuesday,4,10,2013,,,,,0,0,0,33213.0,31064.0,35431.28571428572,37461.82142857143,1,43,0
d_999,29525,2013-10-23,11339,Wednesday,5,10,2013,,,,,0,0,0,32677.0,29959.0,34823.28571428572,37386.57142857143,2,43,0
d_1000,29260,2013-10-24,11339,Thursday,6,10,2013,,,,,0,0,0,30538.0,30648.0,34373.0,37371.07142857143,3,43,0
d_1001,33877,2013-10-25,11339,Friday,7,10,2013,,,,,0,0,0,34337.0,35502.0,34190.42857142857,37321.5,4,43,0
d_1002,42454,2013-10-26,11340,Saturday,1,10,2013,,,,,0,0,0,42043.0,44441.0,34124.71428571428,37263.46428571428,5,43,0
d_1003,40665,2013-10-27,11340,Sunday,2,10,2013,,,,,0,0,0,43352.0,44396.0,34183.42857142857,37192.5,6,43,0
d_1004,32058,2013-10-28,11340,Monday,3,10,2013,,,,,0,0,0,31859.0,32893.0,33799.57142857143,37059.25,0,44,0
d_1005,29529,2013-10-29,11340,Tuesday,4,10,2013,,,,,0,0,0,28957.0,36730.0,33828.0,37029.42857142857,1,44,0
d_1006,31136,2013-10-30,11340,Wednesday,5,10,2013,,,,,0,0,0,29525.0,33900.0,33909.71428571428,36772.25,2,44,0
d_1007,27034,2013-10-31,11340,Thursday,6,10,2013,Halloween,Cultural,,,0,0,0,29260.0,37215.0,34139.857142857145,36673.53571428572,3,44,1
d_1008,39727,2013-11-01,11340,Friday,7,11,2013,,,,,1,1,0,33877.0,37334.0,33821.857142857145,36309.92857142857,4,44,0
d_1009,47093,2013-11-02,11341,Saturday,1,11,2013,,,,,1,0,1,42454.0,48777.0,34657.57142857143,36395.392857142855,5,44,0
d_1010,48373,2013-11-03,11341,Sunday,2,11,2013,,,,,1,1,1,40665.0,49888.0,35320.28571428572,36335.25,6,44,0
d_1011,32972,2013-11-04,11341,Monday,3,11,2013,,,,,1,0,0,32058.0,37003.0,36421.42857142857,36281.142857142855,0,45,0
d_1012,34087,2013-11-05,11341,Tuesday,4,11,2013,,,,,1,1,1,29529.0,34544.0,36552.0,36137.17857142857,1,45,0
d_1013,33030,2013-11-06,11341,Wednesday,5,11,2013,,,,,1,1,1,31136.0,34746.0,37203.142857142855,36120.857142857145,2,45,0
d_1014,31953,2013-11-07,11341,Thursday,6,11,2013,,,,,1,1,0,27034.0,34019.0,37473.71428571428,36059.57142857143,3,45,0
d_1015,35460,2013-11-08,11341,Friday,7,11,2013,,,,,1,0,1,39727.0,38093.0,38176.42857142857,35985.78571428572,4,45,0
d_1016,45717,2013-11-09,11342,Saturday,1,11,2013,,,,,1,1,1,47093.0,46581.0,37566.857142857145,35891.75,5,45,0
d_1017,43905,2013-11-10,11342,Sunday,2,11,2013,,,,,1,0,0,48373.0,46343.0,37370.28571428572,35860.892857142855,6,45,0
d_1018,36396,2013-11-11,11342,Monday,3,11,2013,VeteransDay,National,,,0,1,1,32972.0,36836.0,36732.0,35773.82142857143,0,46,1
d_1019,32275,2013-11-12,11342,Tuesday,4,11,2013,,,,,0,1,1,34087.0,33213.0,37221.142857142855,35758.107142857145,1,46,0
d_1020,29255,2013-11-13,11342,Wednesday,5,11,2013,,,,,0,1,0,33030.0,32677.0,36962.28571428572,35724.607142857145,2,46,0
d_1021,29468,2013-11-14,11342,Thursday,6,11,2013,,,,,0,0,1,31953.0,30538.0,36423.0,35602.392857142855,3,46,0
d_1022,35775,2013-11-15,11342,Friday,7,11,2013,,,,,0,1,1,35460.0,34337.0,36068.0,35564.17857142857,4,46,0
d_1023,44587,2013-11-16,11343,Saturday,1,11,2013,,,,,0,0,0,45717.0,42043.0,36113.0,35615.53571428572,5,46,0
d_1024,42589,2013-11-17,11343,Sunday,2,11,2013,,,,,0,0,0,43905.0,43352.0,35951.57142857143,35706.392857142855,6,46,0
d_1025,32110,2013-11-18,11343,Monday,3,11,2013,,,,,0,0,0,36396.0,31859.0,35763.57142857143,35679.142857142855,0,47,0
d_1026,28522,2013-11-19,11343,Tuesday,4,11,2013,,,,,0,0,0,32275.0,28957.0,35151.28571428572,35688.107142857145,1,47,0
d_1027,27915,2013-11-20,11343,Wednesday,5,11,2013,,,,,0,0,0,29255.0,29525.0,34615.142857142855,35672.57142857143,2,47,0
d_1028,28699,2013-11-21,11343,Thursday,6,11,2013,,,,,0,0,0,29468.0,29260.0,34423.71428571428,35615.07142857143,3,47,0
d_1029,32863,2013-11-22,11343,Friday,7,11,2013,,,,,0,0,0,35775.0,33877.0,34313.857142857145,35595.03571428572,4,47,0
d_1030,40047,2013-11-23,11344,Saturday,1,11,2013,,,,,0,0,0,44587.0,42454.0,33897.857142857145,35558.82142857143,5,47,0
d_1031,38446,2013-11-24,11344,Sunday,2,11,2013,,,,,0,0,0,42589.0,40665.0,33249.28571428572,35472.857142857145,6,47,0
d_1032,28645,2013-11-25,11344,Monday,3,11,2013,,,,,0,0,0,32110.0,32058.0,32657.428571428572,35393.607142857145,0,48,0
d_1033,31293,2013-11-26,11344,Tuesday,4,11,2013,,,,,0,0,0,28522.0,29529.0,32162.428571428572,35271.71428571428,1,48,0
d_1034,36139,2013-11-27,11344,Wednesday,5,11,2013,,,,,0,0,0,27915.0,31136.0,32558.285714285714,35334.71428571428,2,48,0
d_1035,19839,2013-11-28,11344,Thursday,6,11,2013,Thanksgiving,National,,,0,0,0,28699.0,27034.0,33733.142857142855,35513.392857142855,3,48,1
d_1036,26073,2013-11-29,11344,Friday,7,11,2013,,,,,0,0,0,32863.0,39727.0,32467.428571428572,35256.42857142857,4,48,0
d_1037,31546,2013-11-30,11345,Saturday,1,11,2013,,,,,0,0,0,40047.0,47093.0,31497.428571428572,34768.78571428572,5,48,0
d_1038,38187,2013-12-01,11345,Sunday,2,12,2013,,,,,1,1,0,38446.0,48373.0,30283.0,34213.53571428572,6,48,0
d_1039,37087,2013-12-02,11345,Monday,3,12,2013,,,,,1,0,1,28645.0,32972.0,30246.0,33849.75,0,49,0
d_1040,38024,2013-12-03,11345,Tuesday,4,12,2013,,,,,1,1,1,31293.0,34087.0,31452.0,33996.71428571428,1,49,0
d_1041,31519,2013-12-04,11345,Wednesday,5,12,2013,,,,,1,0,0,36139.0,33030.0,32413.571428571428,34137.32142857143,2,49,0
d_1042,35151,2013-12-05,11345,Thursday,6,12,2013,Chanukah End,Religious,,,1,1,1,19839.0,31953.0,31753.571428571428,34083.357142857145,3,49,1
d_1043,36899,2013-12-06,11345,Friday,7,12,2013,,,,,1,1,1,26073.0,35460.0,33941.0,34197.57142857143,4,49,0
d_1044,44450,2013-12-07,11346,Saturday,1,12,2013,,,,,1,1,0,31546.0,45717.0,35487.57142857143,34248.96428571428,5,49,0
d_1045,40424,2013-12-08,11346,Sunday,2,12,2013,,,,,1,0,1,38187.0,43905.0,37331.0,34203.71428571428,6,49,0
d_1046,33653,2013-12-09,11346,Monday,3,12,2013,,,,,1,1,1,37087.0,36396.0,37650.57142857143,34079.392857142855,0,50,0
d_1047,31422,2013-12-10,11346,Tuesday,4,12,2013,,,,,1,0,0,38024.0,32275.0,37160.0,33981.42857142857,1,50,0
d_1048,30911,2013-12-11,11346,Wednesday,5,12,2013,,,,,0,1,1,31519.0,29255.0,36216.857142857145,33950.96428571428,2,50,0
d_1049,31669,2013-12-12,11346,Thursday,6,12,2013,,,,,0,1,1,35151.0,29468.0,36130.0,34010.107142857145,3,50,0
d_1050,36163,2013-12-13,11346,Friday,7,12,2013,,,,,0,1,0,36899.0,35775.0,35632.57142857143,34088.71428571428,4,50,0
d_1051,41528,2013-12-14,11347,Saturday,1,12,2013,,,,,0,0,1,44450.0,44587.0,35527.42857142857,34102.57142857143,5,50,0
d_1052,43097,2013-12-15,11347,Sunday,2,12,2013,,,,,0,1,1,40424.0,42589.0,35110.0,33993.32142857143,6,50,0
d_1053,32474,2013-12-16,11347,Monday,3,12,2013,,,,,0,0,0,33653.0,32110.0,35491.857142857145,34011.46428571428,0,51,0
d_1054,30338,2013-12-17,11347,Tuesday,4,12,2013,,,,,0,0,0,31422.0,28522.0,35323.42857142857,34024.46428571428,1,51,0
d_1055,31692,2013-12-18,11347,Wednesday,5,12,2013,,,,,0,0,0,30911.0,27915.0,35168.57142857143,34089.32142857143,2,51,0
d_1056,32411,2013-12-19,11347,Thursday,6,12,2013,,,,,0,0,0,31669.0,28699.0,35280.142857142855,34224.21428571428,3,51,0
d_1057,32123,2013-12-20,11347,Friday,7,12,2013,,,,,0,0,0,36163.0,32863.0,35386.142857142855,34356.78571428572,4,51,0
d_1058,40474,2013-12-21,11348,Saturday,1,12,2013,,,,,0,0,0,41528.0,40047.0,34809.0,34330.357142857145,5,51,0
d_1059,34915,2013-12-22,11348,Sunday,2,12,2013,,,,,0,0,0,43097.0,38446.0,34658.42857142857,34345.607142857145,6,51,0
d_1060,35289,2013-12-23,11348,Monday,3,12,2013,,,,,0,0,0,32474.0,28645.0,33489.57142857143,34219.5,0,52,0
d_1061,31077,2013-12-24,11348,Tuesday,4,12,2013,,,,,0,0,0,30338.0,31293.0,33891.71428571428,34456.78571428572,1,52,0
d_1062,20,2013-12-25,11348,Wednesday,5,12,2013,Christmas,National,,,0,0,0,31692.0,36139.0,33997.28571428572,34449.07142857143,2,52,1
d_1063,32727,2013-12-26,11348,Thursday,6,12,2013,,,,,0,0,0,32411.0,19839.0,29472.714285714286,33159.107142857145,3,52,0
d_1064,33095,2013-12-27,11348,Friday,7,12,2013,,,,,0,0,0,32123.0,26073.0,29517.85714285714,33619.392857142855,4,52,0
d_1065,36490,2013-12-28,11349,Saturday,1,12,2013,,,,,0,0,0,40474.0,31546.0,29656.714285714286,33870.17857142857,5,52,0
d_1066,34121,2013-12-29,11349,Sunday,2,12,2013,,,,,0,0,0,34915.0,38187.0,29087.571428571428,34046.75,6,52,0
d_1067,32293,2013-12-30,11349,Monday,3,12,2013,,,,,0,0,0,35289.0,37087.0,28974.14285714286,33901.53571428572,0,1,0
d_1068,34811,2013-12-31,11349,Tuesday,4,12,2013,,,,,0,0,0,31077.0,38024.0,28546.14285714286,33730.32142857143,1,1,0
d_1069,23845,2014-01-01,11349,Wednesday,5,1,2014,NewYear,National,,,1,1,0,20.0,31519.0,29079.571428571428,33615.57142857143,2,1,1
d_1070,32653,2014-01-02,11349,Thursday,6,1,2014,,,,,1,0,1,32727.0,35151.0,32483.14285714286,33341.5,3,1,0
d_1071,38870,2014-01-03,11349,Friday,7,1,2014,,,,,1,1,1,33095.0,36899.0,32472.571428571428,33252.28571428572,4,1,0
d_1072,44616,2014-01-04,11350,Saturday,1,1,2014,,,,,1,0,0,36490.0,44450.0,33297.57142857143,33322.67857142857,5,1,0
d_1073,45302,2014-01-05,11350,Sunday,2,1,2014,,,,,1,1,1,34121.0,40424.0,34458.42857142857,33328.607142857145,6,1,0
d_1074,32412,2014-01-06,11350,Monday,3,1,2014,,,,,1,1,1,32293.0,33653.0,36055.71428571428,33502.82142857143,0,2,0
d_1075,30952,2014-01-07,11350,Tuesday,4,1,2014,OrthodoxChristmas,Religious,,,1,1,0,34811.0,31422.0,36072.71428571428,33458.5,1,2,1
d_1076,32973,2014-01-08,11350,Wednesday,5,1,2014,,,,,1,0,1,23845.0,30911.0,35521.42857142857,33441.71428571428,2,2,0
d_1077,33197,2014-01-09,11350,Thursday,6,1,2014,,,,,1,1,1,32653.0,31669.0,36825.42857142857,33515.357142857145,3,2,0
d_1078,32766,2014-01-10,11350,Friday,7,1,2014,,,,,1,0,0,38870.0,36163.0,36903.142857142855,33569.92857142857,4,2,0
d_1079,47798,2014-01-11,11351,Saturday,1,1,2014,,,,,0,1,1,44616.0,41528.0,36031.142857142855,33448.607142857145,5,2,0
d_1080,46858,2014-01-12,11351,Sunday,2,1,2014,,,,,0,1,1,45302.0,43097.0,36485.71428571428,33672.53571428572,6,2,0
d_1081,33714,2014-01-13,11351,Monday,3,1,2014,,,,,0,1,0,32412.0,32474.0,36708.0,33806.857142857145,0,3,0
d_1082,30223,2014-01-14,11351,Tuesday,4,1,2014,,,,,0,0,1,30952.0,30338.0,36894.0,33851.142857142855,1,3,0
d_1083,31579,2014-01-15,11351,Wednesday,5,1,2014,,,,,0,1,1,32973.0,31692.0,36789.857142857145,33847.03571428572,2,3,0
d_1084,31190,2014-01-16,11351,Thursday,6,1,2014,,,,,0,0,0,33197.0,32411.0,36590.71428571428,33843.0,3,3,0
d_1085,35240,2014-01-17,11351,Friday,7,1,2014,,,,,0,0,0,32766.0,32123.0,36304.0,33799.392857142855,4,3,0
d_1086,43233,2014-01-18,11352,Saturday,1,1,2014,,,,,0,0,0,47798.0,40474.0,36657.42857142857,33910.71428571428,5,3,0
d_1087,40427,2014-01-19,11352,Sunday,2,1,2014,,,,,0,0,0,46858.0,34915.0,36005.28571428572,34009.25,6,3,0
d_1088,32706,2014-01-20,11352,Monday,3,1,2014,MartinLutherKingDay,National,,,0,0,0,33714.0,35289.0,35086.57142857143,34206.107142857145,0,4,1
d_1089,27854,2014-01-21,11352,Tuesday,4,1,2014,,,,,0,0,0,30223.0,31077.0,34942.57142857143,34113.857142857145,1,4,0
d_1090,28197,2014-01-22,11352,Wednesday,5,1,2014,,,,,0,0,0,31579.0,20.0,34604.142857142855,33998.75,2,4,0
d_1091,26244,2014-01-23,11352,Thursday,6,1,2014,,,,,0,0,0,31190.0,32727.0,34121.0,35005.07142857143,3,4,0
d_1092,30888,2014-01-24,11352,Friday,7,1,2014,,,,,0,0,0,35240.0,33095.0,33414.42857142857,34773.53571428572,4,4,0
d_1093,40529,2014-01-25,11353,Saturday,1,1,2014,,,,,0,0,0,43233.0,36490.0,32792.71428571428,34694.71428571428,5,4,0
d_1094,40197,2014-01-26,11353,Sunday,2,1,2014,,,,,0,0,0,40427.0,34121.0,32406.428571428572,34838.96428571428,6,4,0
d_1095,30060,2014-01-27,11353,Monday,3,1,2014,,,,,0,0,0,32706.0,32293.0,32373.571428571428,35055.96428571428,0,5,0
d_1096,24000,2014-01-28,11353,Tuesday,4,1,2014,,,,,0,0,0,27854.0,34811.0,31995.571428571428,34976.21428571428,1,5,0
d_1097,24983,2014-01-29,11353,Wednesday,5,1,2014,,,,,0,0,0,28197.0,23845.0,31445.0,34590.107142857145,2,5,0
d_1098,27017,2014-01-30,11353,Thursday,6,1,2014,,,,,0,0,0,26244.0,32653.0,30985.85714285714,34630.75,3,5,0
d_1099,36489,2014-01-31,11353,Friday,7,1,2014,,,,,0,0,0,30888.0,38870.0,31096.285714285714,34429.46428571428,4,5,0
d_1100,45333,2014-02-01,11401,Saturday,1,2,2014,,,,,1,1,0,40529.0,44616.0,31896.428571428572,34344.42857142857,5,5,0
d_1101,43897,2014-02-02,11401,Sunday,2,2,2014,SuperBowl,Sporting,,,1,0,1,40197.0,45302.0,32582.714285714286,34370.03571428572,6,5,1
d_1102,37294,2014-02-03,11401,Monday,3,2,2014,,,,,1,1,1,30060.0,32412.0,33111.28571428572,34319.857142857145,0,6,0
d_1103,30577,2014-02-04,11401,Tuesday,4,2,2014,,,,,1,0,0,24000.0,30952.0,34144.71428571428,34494.21428571428,1,6,0
d_1104,31676,2014-02-05,11401,Wednesday,5,2,2014,,,,,1,1,1,24983.0,32973.0,35084.28571428572,34480.82142857143,2,6,0
d_1105,32389,2014-02-06,11401,Thursday,6,2,2014,,,,,1,1,1,27017.0,33197.0,36040.42857142857,34434.5,3,6,0
d_1106,34255,2014-02-07,11401,Friday,7,2,2014,,,,,1,1,0,36489.0,32766.0,36807.857142857145,34405.642857142855,4,6,0
d_1107,47108,2014-02-08,11402,Saturday,1,2,2014,,,,,1,0,1,45333.0,47798.0,36488.71428571428,34458.82142857143,5,6,0
d_1108,48040,2014-02-09,11402,Sunday,2,2,2014,,,,,1,1,1,43897.0,46858.0,36742.28571428572,34434.17857142857,6,6,0
d_1109,33147,2014-02-10,11402,Monday,3,2,2014,,,,,1,0,0,37294.0,33714.0,37334.142857142855,34476.392857142855,0,7,0
d_1110,33533,2014-02-11,11402,Tuesday,4,2,2014,,,,,0,1,1,30577.0,30223.0,36741.71428571428,34456.142857142855,1,7,0
d_1111,36738,2014-02-12,11402,Wednesday,5,2,2014,,,,,0,1,1,31676.0,31579.0,37164.0,34574.357142857145,2,7,0
d_1112,37483,2014-02-13,11402,Thursday,6,2,2014,,,,,0,1,0,32389.0,31190.0,37887.142857142855,34758.607142857145,3,7,0
d_1113,33910,2014-02-14,11402,Friday,7,2,2014,ValentinesDay,Cultural,,,0,0,1,34255.0,35240.0,38614.857142857145,34983.357142857145,4,7,1
d_1114,44965,2014-02-15,11403,Saturday,1,2,2014,,,,,0,1,1,47108.0,43233.0,38565.57142857143,34935.857142857145,5,7,0
d_1115,43832,2014-02-16,11403,Sunday,2,2,2014,,,,,0,0,0,48040.0,40427.0,38259.42857142857,34997.71428571428,6,7,0
d_1116,34557,2014-02-17,11403,Monday,3,2,2014,PresidentsDay,National,,,0,0,0,33147.0,32706.0,37658.28571428572,35119.32142857143,0,8,1
