StockCode,ABC_Class,XYZ_Class,ABC_XYZ,Recommendation
90062,B,Y,BY,Periodic Review
21617,B,Z,BZ,Forecast Frequently
21613,B,Y,BY,Periodic Review
22453,B,Z,BZ,Forecast Frequently
22671,B,Z,BZ,Forecast Frequently
22675,B,Z,BZ,Forecast Frequently
22375,B,Y,BY,Periodic Review
22863,B,Z,BZ,Forecast Frequently
21279,B,Z,BZ,Forecast Frequently
84856L,B,Z,BZ,Forecast Frequently
21438,B,Z,BZ,Forecast Frequently
22024,B,Y,BY,Periodic Review
84466,B,Z,BZ,Forecast Frequently
20933,B,Z,BZ,Forecast Frequently
22533,B,Z,BZ,Forecast Frequently
22166,B,Z,BZ,Forecast Frequently
85098B,B,Z,BZ,Forecast Frequently
22845,B,Z,BZ,Forecast Frequently
21359,B,Z,BZ,Forecast Frequently
22800,B,Y,BY,Periodic Review
84967B,B,Y,BY,Periodic Review
47503E,B,Z,BZ,Forecast Frequently
21794,B,Y,BY,Periodic Review
22290,B,Z,BZ,Forecast Frequently
22419,B,Z,BZ,Forecast Frequently
35971,B,Z,BZ,Forecast Frequently
17091A,B,Z,BZ,Forecast Frequently
16237,B,Z,BZ,Forecast Frequently
21819,B,Y,BY,Periodic Review
22613,B,Z,BZ,Forecast Frequently
22190,B,Z,BZ,Forecast Frequently
22223,B,Z,BZ,Forecast Frequently
21284,B,Z,BZ,Forecast Frequently
20729,B,Z,BZ,Forecast Frequently
22246,B,Z,BZ,Forecast Frequently
21865,B,Z,BZ,Forecast Frequently
22848,B,Y,BY,Periodic Review
21807,B,Y,BY,Periodic Review
22516,B,Z,BZ,Forecast Frequently
22896,B,Z,BZ,Forecast Frequently
85049H,B,Z,BZ,Forecast Frequently
35649,B,Z,BZ,Forecast Frequently
22801,B,Y,BY,Periodic Review
84748,B,Z,BZ,Forecast Frequently
21581,B,Z,BZ,Forecast Frequently
22204,B,Z,BZ,Forecast Frequently
85164B,B,Y,BY,Periodic Review
20785,B,Z,BZ,Forecast Frequently
22539,B,Z,BZ,Forecast Frequently
22818,B,Y,BY,Periodic Review
21286,B,Z,BZ,Forecast Frequently
21424,B,Z,BZ,Forecast Frequently
85110,B,Z,BZ,Forecast Frequently
21649,B,Z,BZ,Forecast Frequently
21393,B,Z,BZ,Forecast Frequently
21990,B,Z,BZ,Forecast Frequently
21130,B,Z,BZ,Forecast Frequently
22286,B,Z,BZ,Forecast Frequently
22735,B,Z,BZ,Forecast Frequently
22712,B,Z,BZ,Forecast Frequently
21009,B,Y,BY,Periodic Review
21983,B,Z,BZ,Forecast Frequently
21190,B,Z,BZ,Forecast Frequently
85114A,B,Z,BZ,Forecast Frequently
22956,B,Z,BZ,Forecast Frequently
21779,B,Y,BY,Periodic Review
21312,B,Z,BZ,Forecast Frequently
22253,B,Z,BZ,Forecast Frequently
37482B,B,Z,BZ,Forecast Frequently
35962,B,Y,BY,Periodic Review
22517,B,Z,BZ,Forecast Frequently
20731,B,Z,BZ,Forecast Frequently
21051,B,Z,BZ,Forecast Frequently
51014L,B,Z,BZ,Forecast Frequently
22535,B,Y,BY,Periodic Review
21396,B,Z,BZ,Forecast Frequently
22911,B,Z,BZ,Forecast Frequently
20734,B,Z,BZ,Forecast Frequently
21806,B,Y,BY,Periodic Review
21287,B,Z,BZ,Forecast Frequently
21744,B,Y,BY,Periodic Review
84596F,B,Z,BZ,Forecast Frequently
84396,B,Z,BZ,Forecast Frequently
22319,B,Y,BY,Periodic Review
21356,B,Y,BY,Periodic Review
15058C,B,Z,BZ,Forecast Frequently
22753,B,Z,BZ,Forecast Frequently
21686,B,Y,BY,Periodic Review
22523,B,Z,BZ,Forecast Frequently
22279,B,Z,BZ,Forecast Frequently
84562A,B,Z,BZ,Forecast Frequently
21677,B,Y,BY,Periodic Review
21618,B,Z,BZ,Forecast Frequently
21904,B,Z,BZ,Forecast Frequently
22522,B,Z,BZ,Forecast Frequently
22710,B,Z,BZ,Forecast Frequently
15058B,B,Z,BZ,Forecast Frequently
22939,B,Z,BZ,Forecast Frequently
21839,B,Z,BZ,Forecast Frequently
22343,B,Z,BZ,Forecast Frequently
84965A,B,Z,BZ,Forecast Frequently
47587A,B,Z,BZ,Forecast Frequently
20768,B,Z,BZ,Forecast Frequently
21490,B,Z,BZ,Forecast Frequently
21012,B,Z,BZ,Forecast Frequently
85224,B,Z,BZ,Forecast Frequently
22035,B,Y,BY,Periodic Review
21738,B,Z,BZ,Forecast Frequently
84581,B,Y,BY,Periodic Review
85055,B,Z,BZ,Forecast Frequently
40003,B,Z,BZ,Forecast Frequently
72750B,B,Z,BZ,Forecast Frequently
22183,B,Z,BZ,Forecast Frequently
21410,B,Z,BZ,Forecast Frequently
21643,B,Y,BY,Periodic Review
21439,B,Y,BY,Periodic Review
72800F,B,Z,BZ,Forecast Frequently
22785,B,Z,BZ,Forecast Frequently
21825,B,Z,BZ,Forecast Frequently
21972,B,Z,BZ,Forecast Frequently
85200,B,Y,BY,Periodic Review
22695,B,Y,BY,Periodic Review
84815,B,Z,BZ,Forecast Frequently
21413,B,Z,BZ,Forecast Frequently
20686,B,Y,BY,Periodic Review
20767,B,Z,BZ,Forecast Frequently
21579,B,Z,BZ,Forecast Frequently
16047,B,Z,BZ,Forecast Frequently
22609,B,X,BX,Normal Replenishment
22742,B,Y,BY,Periodic Review
22163,B,Z,BZ,Forecast Frequently
85016,B,Z,BZ,Forecast Frequently
84989A,B,Z,BZ,Forecast Frequently
84910A,B,Z,BZ,Forecast Frequently
22586,B,Z,BZ,Forecast Frequently
22711,B,Z,BZ,Forecast Frequently
21010,B,Y,BY,Periodic Review
84968F,B,Y,BY,Periodic Review
75131,B,Z,BZ,Forecast Frequently
22440,B,Z,BZ,Forecast Frequently
21827,B,Z,BZ,Forecast Frequently
22708,B,Z,BZ,Forecast Frequently
85179B,B,Z,BZ,Forecast Frequently
85103,B,Z,BZ,Forecast Frequently
21163,B,Z,BZ,Forecast Frequently
85130A,B,Y,BY,Periodic Review
21711,B,Z,BZ,Forecast Frequently
84509G,B,Y,BY,Periodic Review
22587,B,Z,BZ,Forecast Frequently
22306,B,Z,BZ,Forecast Frequently
21644,B,Y,BY,Periodic Review
47591B,B,Z,BZ,Forecast Frequently
22965,B,Z,BZ,Forecast Frequently
40001,B,Z,BZ,Forecast Frequently
84964B,B,Z,BZ,Forecast Frequently
16046,B,Z,BZ,Forecast Frequently
84519B,B,Z,BZ,Forecast Frequently
21763,B,Y,BY,Periodic Review
22390,B,Z,BZ,Forecast Frequently
21058,B,Z,BZ,Forecast Frequently
21040,B,Z,BZ,Forecast Frequently
21615,B,Z,BZ,Forecast Frequently
21947,B,Z,BZ,Forecast Frequently
20668,B,Z,BZ,Forecast Frequently
85118,B,Z,BZ,Forecast Frequently
20931,B,Z,BZ,Forecast Frequently
21792,B,Y,BY,Periodic Review
22471,B,Z,BZ,Forecast Frequently
85231B,B,Z,BZ,Forecast Frequently
37424,B,Z,BZ,Forecast Frequently
47504K,B,Z,BZ,Forecast Frequently
21752,B,Z,BZ,Forecast Frequently
22261,B,Z,BZ,Forecast Frequently
20784,B,Z,BZ,Forecast Frequently
85036B,B,Z,BZ,Forecast Frequently
21662,B,Y,BY,Periodic Review
84616,B,Z,BZ,Forecast Frequently
21759,B,Z,BZ,Forecast Frequently
84847,B,Z,BZ,Forecast Frequently
72815,B,Y,BY,Periodic Review
21251,B,Z,BZ,Forecast Frequently
22891,B,Z,BZ,Forecast Frequently
84459B,B,Z,BZ,Forecast Frequently
21389,B,Y,BY,Periodic Review
22760,B,Y,BY,Periodic Review
21656,B,Z,BZ,Forecast Frequently
22713,B,Z,BZ,Forecast Frequently
21634,B,Y,BY,Periodic Review
21925,B,Y,BY,Periodic Review
22026,B,Y,BY,Periodic Review
85126,B,Z,BZ,Forecast Frequently
37479B,B,Z,BZ,Forecast Frequently
72484,B,Z,BZ,Forecast Frequently
22545,B,Z,BZ,Forecast Frequently
22362,B,Y,BY,Periodic Review
22908,B,Z,BZ,Forecast Frequently
22843,B,Z,BZ,Forecast Frequently
21158,B,Z,BZ,Forecast Frequently
21448,B,Z,BZ,Forecast Frequently
84664,B,Y,BY,Periodic Review
21576,B,Y,BY,Periodic Review
72753B,B,Z,BZ,Forecast Frequently
84795B,B,Y,BY,Periodic Review
21446,B,Z,BZ,Forecast Frequently
20766,B,Z,BZ,Forecast Frequently
21557,B,Y,BY,Periodic Review
22479,B,Y,BY,Periodic Review
22074,B,Z,BZ,Forecast Frequently
85106,B,Z,BZ,Forecast Frequently
22546,B,Z,BZ,Forecast Frequently
21205,B,Z,BZ,Forecast Frequently
37492B,B,Z,BZ,Forecast Frequently
35958,B,Z,BZ,Forecast Frequently
85173,B,Z,BZ,Forecast Frequently
72814,B,Z,BZ,Forecast Frequently
22210,B,Z,BZ,Forecast Frequently
22565,B,Z,BZ,Forecast Frequently
22902,B,Z,BZ,Forecast Frequently
21426,B,Z,BZ,Forecast Frequently
22777,B,Z,BZ,Forecast Frequently
21898,B,Y,BY,Periodic Review
72800B,B,Z,BZ,Forecast Frequently
35809A,B,Z,BZ,Forecast Frequently
20996,B,Z,BZ,Forecast Frequently
22337,B,Z,BZ,Forecast Frequently
21248,B,Z,BZ,Forecast Frequently
85008,B,Z,BZ,Forecast Frequently
21675,B,Y,BY,Periodic Review
21628,B,Z,BZ,Forecast Frequently
21702,B,Z,BZ,Forecast Frequently
22051,B,Y,BY,Periodic Review
22308,B,Z,BZ,Forecast Frequently
22822,B,Z,BZ,Forecast Frequently
21690,B,Z,BZ,Forecast Frequently
21867,B,Z,BZ,Forecast Frequently
22823,B,X,BX,Normal Replenishment
85034B,B,Z,BZ,Forecast Frequently
85035C,B,Z,BZ,Forecast Frequently
72045D,B,Z,BZ,Forecast Frequently
22926,B,Z,BZ,Forecast Frequently
22719,B,Z,BZ,Forecast Frequently
84750B,B,Z,BZ,Forecast Frequently
85189,B,Z,BZ,Forecast Frequently
84405A,B,Z,BZ,Forecast Frequently
20671,B,Z,BZ,Forecast Frequently
22307,B,Z,BZ,Forecast Frequently
21691,B,Y,BY,Periodic Review
21828,B,Z,BZ,Forecast Frequently
21695,B,Y,BY,Periodic Review
84760L,B,X,BX,Normal Replenishment
85018D,B,Z,BZ,Forecast Frequently
17109B,B,Z,BZ,Forecast Frequently
22955,B,Z,BZ,Forecast Frequently
22254,B,Y,BY,Periodic Review
85160B,B,Z,BZ,Forecast Frequently
85197,B,Z,BZ,Forecast Frequently
85059,B,Z,BZ,Forecast Frequently
22803,B,Z,BZ,Forecast Frequently
35637A,B,Z,BZ,Forecast Frequently
21358,B,Y,BY,Periodic Review
85114C,B,Z,BZ,Forecast Frequently
21689,B,Z,BZ,Forecast Frequently
22324,B,Z,BZ,Forecast Frequently
84688,B,Z,BZ,Forecast Frequently
20771,B,Z,BZ,Forecast Frequently
72799A,B,Z,BZ,Forecast Frequently
35241,B,Z,BZ,Forecast Frequently
21285,B,Z,BZ,Forecast Frequently
21805,B,Y,BY,Periodic Review
20778,B,Z,BZ,Forecast Frequently
22438,B,Z,BZ,Forecast Frequently
22338,B,Z,BZ,Forecast Frequently
47504E,B,Z,BZ,Forecast Frequently
20777,B,Z,BZ,Forecast Frequently
20893,B,Z,BZ,Forecast Frequently
37330,B,Y,BY,Periodic Review
84789,B,Z,BZ,Forecast Frequently
17033,B,Z,BZ,Forecast Frequently
82567,B,Z,BZ,Forecast Frequently
22706,B,Z,BZ,Forecast Frequently
22050,B,Y,BY,Periodic Review
84791,B,Y,BY,Periodic Review
21294,B,Z,BZ,Forecast Frequently
85054,B,Y,BY,Periodic Review
22599,B,Z,BZ,Forecast Frequently
21849,B,Z,BZ,Forecast Frequently
35004G,B,Z,BZ,Forecast Frequently
21316,B,Z,BZ,Forecast Frequently
22897,B,Y,BY,Periodic Review
85177,B,Z,BZ,Forecast Frequently
84796B,B,Z,BZ,Forecast Frequently
22288,B,Z,BZ,Forecast Frequently
21007,B,Z,BZ,Forecast Frequently
20991,B,Z,BZ,Forecast Frequently
85226A,B,Z,BZ,Forecast Frequently
21303,B,Z,BZ,Forecast Frequently
21338,B,Z,BZ,Forecast Frequently
85124A,B,Z,BZ,Forecast Frequently
20846,B,Y,BY,Periodic Review
21145,B,Z,BZ,Forecast Frequently
21814,B,Y,BY,Periodic Review
85071A,B,Z,BZ,Forecast Frequently
84782A,B,Z,BZ,Forecast Frequently
22040,B,Z,BZ,Forecast Frequently
21292,B,Y,BY,Periodic Review
22716,B,Y,BY,Periodic Review
21127,B,Z,BZ,Forecast Frequently
21299,B,Z,BZ,Forecast Frequently
84678,B,Z,BZ,Forecast Frequently
46000P,B,Z,BZ,Forecast Frequently
21836,B,Y,BY,Periodic Review
21780,B,Y,BY,Periodic Review
22143,B,Z,BZ,Forecast Frequently
20878,B,Z,BZ,Forecast Frequently
16016,B,Z,BZ,Forecast Frequently
22068,B,Z,BZ,Forecast Frequently
20786,B,Z,BZ,Forecast Frequently
72529W,B,Z,BZ,Forecast Frequently
21059,B,Z,BZ,Forecast Frequently
85039B,B,Z,BZ,Forecast Frequently
22025,B,Z,BZ,Forecast Frequently
20773,B,Z,BZ,Forecast Frequently
22211,B,Y,BY,Periodic Review
20798,B,Z,BZ,Forecast Frequently
22214,B,Z,BZ,Forecast Frequently
85124C,B,Z,BZ,Forecast Frequently
84535B,B,Z,BZ,Forecast Frequently
20761,B,Z,BZ,Forecast Frequently
22317,B,Y,BY,Periodic Review
22098,B,Z,BZ,Forecast Frequently
22705,B,X,BX,Normal Replenishment
21720,B,Z,BZ,Forecast Frequently
21894,B,Z,BZ,Forecast Frequently
22676,B,Y,BY,Periodic Review
20759,B,Z,BZ,Forecast Frequently
17039,B,Z,BZ,Forecast Frequently
20833,B,Y,BY,Periodic Review
20762,B,Z,BZ,Forecast Frequently
85185B,B,Z,BZ,Forecast Frequently
85231L,B,Z,BZ,Forecast Frequently
22363,B,Z,BZ,Forecast Frequently
84559B,B,Z,BZ,Forecast Frequently
84658,B,Z,BZ,Forecast Frequently
21552,B,Z,BZ,Forecast Frequently
72803A,B,Z,BZ,Forecast Frequently
22772,B,Y,BY,Periodic Review
10133,B,Z,BZ,Forecast Frequently
22265,B,Z,BZ,Forecast Frequently
85166B,B,Z,BZ,Forecast Frequently
84666,B,Y,BY,Periodic Review
20758,B,Z,BZ,Forecast Frequently
20755,B,Z,BZ,Forecast Frequently
22651,B,Z,BZ,Forecast Frequently
21070,B,Z,BZ,Forecast Frequently
22774,B,Y,BY,Periodic Review
22396,B,Z,BZ,Forecast Frequently
84985A,B,Z,BZ,Forecast Frequently
20913,B,Z,BZ,Forecast Frequently
21289,B,Y,BY,Periodic Review
85196,B,Z,BZ,Forecast Frequently
84767,B,Z,BZ,Forecast Frequently
22048,B,X,BX,Normal Replenishment
21162,B,Z,BZ,Forecast Frequently
84907,B,Z,BZ,Forecast Frequently
21159,B,Z,BZ,Forecast Frequently
84559A,B,Z,BZ,Forecast Frequently
22778,B,Y,BY,Periodic Review
21414,B,Z,BZ,Forecast Frequently
84006,B,Z,BZ,Forecast Frequently
21066,B,Z,BZ,Forecast Frequently
84536A,B,Z,BZ,Forecast Frequently
21551,B,Z,BZ,Forecast Frequently
20840,B,Z,BZ,Forecast Frequently
21694,B,Y,BY,Periodic Review
84908A,B,Z,BZ,Forecast Frequently
79160,B,Z,BZ,Forecast Frequently
20774,B,Z,BZ,Forecast Frequently
72800D,B,Z,BZ,Forecast Frequently
84750A,B,Z,BZ,Forecast Frequently
72750A,B,Z,BZ,Forecast Frequently
21620,B,Z,BZ,Forecast Frequently
22421,B,Z,BZ,Forecast Frequently
21444,B,Z,BZ,Forecast Frequently
84665,B,Y,BY,Periodic Review
77101A,B,Z,BZ,Forecast Frequently
85136C,B,Z,BZ,Forecast Frequently
20756,B,Z,BZ,Forecast Frequently
21666,B,Z,BZ,Forecast Frequently
20765,B,Z,BZ,Forecast Frequently
22181,B,Z,BZ,Forecast Frequently
21298,B,Z,BZ,Forecast Frequently
22049,B,Y,BY,Periodic Review
84908B,B,Z,BZ,Forecast Frequently
21063,B,Z,BZ,Forecast Frequently
22614,B,Y,BY,Periodic Review
21815,B,Y,BY,Periodic Review
21335,B,Y,BY,Periodic Review
22161,B,Z,BZ,Forecast Frequently
17165B,B,Z,BZ,Forecast Frequently
84925F,B,Z,BZ,Forecast Frequently
72755C,B,Z,BZ,Forecast Frequently
22058,B,Z,BZ,Forecast Frequently
22543,B,Z,BZ,Forecast Frequently
22209,B,Y,BY,Periodic Review
22532,B,Z,BZ,Forecast Frequently
20989,B,Z,BZ,Forecast Frequently
21185,B,Z,BZ,Forecast Frequently
22789,B,Z,BZ,Forecast Frequently
21425,B,Z,BZ,Forecast Frequently
22775,B,Y,BY,Periodic Review
21927,B,Y,BY,Periodic Review
21300,B,Z,BZ,Forecast Frequently
20780,B,Z,BZ,Forecast Frequently
35810A,B,Z,BZ,Forecast Frequently
47589,B,Y,BY,Periodic Review
20757,B,Z,BZ,Forecast Frequently
84625D,B,Y,BY,Periodic Review
21721,B,Y,BY,Periodic Review
35957,B,Y,BY,Periodic Review
20984,B,Z,BZ,Forecast Frequently
ADJUST2,B,X,BX,Normal Replenishment
47503F,B,Z,BZ,Forecast Frequently
21554,B,Z,BZ,Forecast Frequently
20617,B,Z,BZ,Forecast Frequently
21684,B,Z,BZ,Forecast Frequently
22280,B,Z,BZ,Forecast Frequently
85121C,B,Y,BY,Periodic Review
20707,B,Z,BZ,Forecast Frequently
21817,B,Y,BY,Periodic Review
21926,B,Y,BY,Periodic Review
84922,B,Z,BZ,Forecast Frequently
20850,B,Z,BZ,Forecast Frequently
84963A,B,Y,BY,Periodic Review
85231G,B,Z,BZ,Forecast Frequently
21383,B,Z,BZ,Forecast Frequently
78124,B,Z,BZ,Forecast Frequently
84685,B,Z,BZ,Forecast Frequently
22988,B,Y,BY,Periodic Review
22256,B,Z,BZ,Forecast Frequently
22714,B,Y,BY,Periodic Review
22852,B,Z,BZ,Forecast Frequently
72801G,B,Z,BZ,Forecast Frequently
79302M,B,Z,BZ,Forecast Frequently
22422,B,Z,BZ,Forecast Frequently
10134,B,Z,BZ,Forecast Frequently
22677,B,Y,BY,Periodic Review
20892,B,Z,BZ,Forecast Frequently
21250,B,Z,BZ,Forecast Frequently
22986,B,Z,BZ,Forecast Frequently
20776,B,Z,BZ,Forecast Frequently
37461,B,Z,BZ,Forecast Frequently
21739,B,Y,BY,Periodic Review
22262,B,Y,BY,Periodic Review
22756,B,Z,BZ,Forecast Frequently
21726,B,Z,BZ,Forecast Frequently
84637,B,Z,BZ,Forecast Frequently
72755D,B,Z,BZ,Forecast Frequently
21133,B,Z,BZ,Forecast Frequently
85034C,B,Z,BZ,Forecast Frequently
79342B,B,Z,BZ,Forecast Frequently
84569D,B,Y,BY,Periodic Review
22287,B,Z,BZ,Forecast Frequently
21391,B,Y,BY,Periodic Review
84674,B,Z,BZ,Forecast Frequently
82607A,B,Z,BZ,Forecast Frequently
37423,B,Z,BZ,Forecast Frequently
22316,B,Z,BZ,Forecast Frequently
35598D,B,Z,BZ,Forecast Frequently
84360,B,Z,BZ,Forecast Frequently
22069,B,Y,BY,Periodic Review
22339,B,Y,BY,Periodic Review
21443,B,Z,BZ,Forecast Frequently
21674,B,Y,BY,Periodic Review
84971L,B,Z,BZ,Forecast Frequently
21480,B,Y,BY,Periodic Review
84816,B,Y,BY,Periodic Review
21945,B,Z,BZ,Forecast Frequently
84796A,B,Z,BZ,Forecast Frequently
21255,B,Z,BZ,Forecast Frequently
22393,B,Z,BZ,Forecast Frequently
72800A,B,Z,BZ,Forecast Frequently
84459A,B,Y,BY,Periodic Review
20622,B,Z,BZ,Forecast Frequently
85015,B,Z,BZ,Forecast Frequently
22103,B,Z,BZ,Forecast Frequently
22269,B,Z,BZ,Forecast Frequently
22678,B,Y,BY,Periodic Review
35951,B,Y,BY,Periodic Review
21262,B,Y,BY,Periodic Review
21317,B,Z,BZ,Forecast Frequently
10125,B,Y,BY,Periodic Review
22036,B,Y,BY,Periodic Review
21725,B,Z,BZ,Forecast Frequently
84615,B,Z,BZ,Forecast Frequently
72753A,B,Z,BZ,Forecast Frequently
21219,B,Y,BY,Periodic Review
84029C,B,Z,BZ,Forecast Frequently
37492D,B,Z,BZ,Forecast Frequently
21991,B,Z,BZ,Forecast Frequently
84818,B,Y,BY,Periodic Review
21269,B,X,BX,Normal Replenishment
85032D,B,Z,BZ,Forecast Frequently
21478,B,Z,BZ,Forecast Frequently
84689,B,Z,BZ,Forecast Frequently
85231E,B,Z,BZ,Forecast Frequently
21802,B,Y,BY,Periodic Review
17109C,B,Z,BZ,Forecast Frequently
22786,B,Y,BY,Periodic Review
72586,B,Z,BZ,Forecast Frequently
85116,B,Z,BZ,Forecast Frequently
21555,B,Z,BZ,Forecast Frequently
21764,B,Y,BY,Periodic Review
85131A,B,Z,BZ,Forecast Frequently
20783,B,Z,BZ,Forecast Frequently
21801,B,Y,BY,Periodic Review
22512,B,Z,BZ,Forecast Frequently
85141,B,Y,BY,Periodic Review
17165D,B,Z,BZ,Forecast Frequently
21308,B,Z,BZ,Forecast Frequently
85194L,B,Z,BZ,Forecast Frequently
21331,B,Z,BZ,Forecast Frequently
20862,B,Z,BZ,Forecast Frequently
85124B,B,Z,BZ,Forecast Frequently
22673,B,Z,BZ,Forecast Frequently
21631,B,Y,BY,Periodic Review
20986,B,Z,BZ,Forecast Frequently
22099,B,Z,BZ,Forecast Frequently
22680,B,Y,BY,Periodic Review
84620,B,Y,BY,Periodic Review
85125,B,Z,BZ,Forecast Frequently
21803,B,Y,BY,Periodic Review
20775,C,Z,CZ,Dead Stock Candidate
21822,C,Y,CY,Reduce Inventory
85145,C,Z,CZ,Dead Stock Candidate
21350,C,Z,CZ,Dead Stock Candidate
85071B,C,Z,CZ,Dead Stock Candidate
84247E,C,Z,CZ,Dead Stock Candidate
20941,C,Z,CZ,Dead Stock Candidate
84925D,C,Z,CZ,Dead Stock Candidate
85230F,C,Z,CZ,Dead Stock Candidate
22232,C,Z,CZ,Dead Stock Candidate
22529,C,Z,CZ,Dead Stock Candidate
18007,C,Z,CZ,Dead Stock Candidate
17096,C,Z,CZ,Dead Stock Candidate
84715,C,X,CX,Low Priority
35647,C,Z,CZ,Dead Stock Candidate
22679,C,Y,CY,Reduce Inventory
22034,C,Y,CY,Reduce Inventory
21944,C,Z,CZ,Dead Stock Candidate
84358,C,Z,CZ,Dead Stock Candidate
84869,C,Z,CZ,Dead Stock Candidate
22983,C,Y,CY,Reduce Inventory
40018E,C,Z,CZ,Dead Stock Candidate
20661,C,Z,CZ,Dead Stock Candidate
84964A,C,Z,CZ,Dead Stock Candidate
72023F,C,Z,CZ,Dead Stock Candidate
16169N,C,Z,CZ,Dead Stock Candidate
22260,C,Z,CZ,Dead Stock Candidate
22792,C,Y,CY,Reduce Inventory
85218,C,Z,CZ,Dead Stock Candidate
72800C,C,Z,CZ,Dead Stock Candidate
17164B,C,Z,CZ,Dead Stock Candidate
21851,C,Z,CZ,Dead Stock Candidate
84842,C,Z,CZ,Dead Stock Candidate
22164,C,Z,CZ,Dead Stock Candidate
21131,C,Z,CZ,Dead Stock Candidate
22056,C,Z,CZ,Dead Stock Candidate
22408,C,Z,CZ,Dead Stock Candidate
84932C,C,Y,CY,Reduce Inventory
84761,C,Y,CY,Reduce Inventory
84534B,C,Y,CY,Reduce Inventory
72819,C,Z,CZ,Dead Stock Candidate
21676,C,Z,CZ,Dead Stock Candidate
85129D,C,Y,CY,Reduce Inventory
21399,C,Z,CZ,Dead Stock Candidate
21580,C,Y,CY,Reduce Inventory
16156N,C,X,CX,Low Priority
84601A,C,Z,CZ,Dead Stock Candidate
22685,C,Y,CY,Reduce Inventory
85044,C,Z,CZ,Dead Stock Candidate
20867,C,Z,CZ,Dead Stock Candidate
16244B,C,Z,CZ,Dead Stock Candidate
84932A,C,Z,CZ,Dead Stock Candidate
84596E,C,Z,CZ,Dead Stock Candidate
22340,C,Y,CY,Reduce Inventory
85028L,C,Z,CZ,Dead Stock Candidate
84986B,C,Z,CZ,Dead Stock Candidate
22267,C,Z,CZ,Dead Stock Candidate
21061,C,Z,CZ,Dead Stock Candidate
22682,C,Y,CY,Reduce Inventory
21247,C,Y,CY,Reduce Inventory
22598,C,Z,CZ,Dead Stock Candidate
84578,C,Y,CY,Reduce Inventory
85028S,C,Z,CZ,Dead Stock Candidate
85017A,C,Z,CZ,Dead Stock Candidate
21189,C,Z,CZ,Dead Stock Candidate
84341B,C,Z,CZ,Dead Stock Candidate
22389,C,Z,CZ,Dead Stock Candidate
85031B,C,Z,CZ,Dead Stock Candidate
22216,C,Z,CZ,Dead Stock Candidate
22762,C,Y,CY,Reduce Inventory
72772,C,Z,CZ,Dead Stock Candidate
21043,C,Z,CZ,Dead Stock Candidate
84033,C,Y,CY,Reduce Inventory
22684,C,Y,CY,Reduce Inventory
22683,C,Y,CY,Reduce Inventory
85017B,C,Z,CZ,Dead Stock Candidate
20894,C,Z,CZ,Dead Stock Candidate
85031A,C,Z,CZ,Dead Stock Candidate
84686,C,Z,CZ,Dead Stock Candidate
84631,C,Z,CZ,Dead Stock Candidate
22106,C,Z,CZ,Dead Stock Candidate
22446,C,Y,CY,Reduce Inventory
22289,C,Z,CZ,Dead Stock Candidate
20714,C,Z,CZ,Dead Stock Candidate
21619,C,Y,CY,Reduce Inventory
84687,C,Z,CZ,Dead Stock Candidate
21076,C,Z,CZ,Dead Stock Candidate
22914,C,Z,CZ,Dead Stock Candidate
84684,C,Z,CZ,Dead Stock Candidate
20934,C,Z,CZ,Dead Stock Candidate
84638,C,Z,CZ,Dead Stock Candidate
85053,C,Z,CZ,Dead Stock Candidate
72232,C,Z,CZ,Dead Stock Candidate
35811A,C,Z,CZ,Dead Stock Candidate
84934,C,Z,CZ,Dead Stock Candidate
21440,C,Y,CY,Reduce Inventory
21134,C,Z,CZ,Dead Stock Candidate
82616A,C,Z,CZ,Dead Stock Candidate
85036C,C,Z,CZ,Dead Stock Candidate
16169K,C,Z,CZ,Dead Stock Candidate
20704,C,Z,CZ,Dead Stock Candidate
21202,C,Z,CZ,Dead Stock Candidate
84762B,C,Y,CY,Reduce Inventory
22104,C,Z,CZ,Dead Stock Candidate
22093,C,Z,CZ,Dead Stock Candidate
21376,C,Z,CZ,Dead Stock Candidate
21060,C,Z,CZ,Dead Stock Candidate
37351,C,Z,CZ,Dead Stock Candidate
22322,C,Y,CY,Reduce Inventory
21344,C,Z,CZ,Dead Stock Candidate
85017C,C,Z,CZ,Dead Stock Candidate
22233,C,Y,CY,Reduce Inventory
16169C,C,Y,CY,Reduce Inventory
85113,C,Z,CZ,Dead Stock Candidate
20849,C,Z,CZ,Dead Stock Candidate
21223,C,Z,CZ,Dead Stock Candidate
85119,C,Z,CZ,Dead Stock Candidate
79315W,C,Z,CZ,Dead Stock Candidate
20863,C,Z,CZ,Dead Stock Candidate
85025C,C,Z,CZ,Dead Stock Candidate
21322,C,Z,CZ,Dead Stock Candidate
22643,C,Z,CZ,Dead Stock Candidate
47583A,C,Z,CZ,Dead Stock Candidate
22709,C,Z,CZ,Dead Stock Candidate
37474,C,Y,CY,Reduce Inventory
22481,C,Y,CY,Reduce Inventory
21562,C,Z,CZ,Dead Stock Candidate
22794,C,Z,CZ,Dead Stock Candidate
21416,C,Z,CZ,Dead Stock Candidate
22681,C,Y,CY,Reduce Inventory
21942,C,Z,CZ,Dead Stock Candidate
20669,C,Z,CZ,Dead Stock Candidate
72816,C,Y,CY,Reduce Inventory
22700,C,Y,CY,Reduce Inventory
17109D,C,Z,CZ,Dead Stock Candidate
79030G,C,Y,CY,Reduce Inventory
21427,C,Z,CZ,Dead Stock Candidate
